<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
30.11.2020,18:37:00,112491,115181,108174,108174,16
30.11.2020,18:38:00,109491,115263,108076,109536,37
30.11.2020,18:39:00,114865,115091,108001,115091,53
30.11.2020,18:40:00,110834,115283,108243,114933,98
30.11.2020,18:41:00,110852,115034,107903,114824,41
30.11.2020,18:42:00,110982,115253,107925,109452,46
30.11.2020,18:43:00,114516,115299,108363,109183,62
30.11.2020,18:44:00,113551,115284,107921,112819,94
30.11.2020,18:45:00,110070,114846,107944,110081,2
30.11.2020,18:46:00,112427,115197,107901,110996,85
30.11.2020,18:47:00,113511,115208,108079,112630,10
30.11.2020,18:48:00,114077,114977,107935,114471,57
30.11.2020,18:49:00,110030,115283,107920,110456,48
30.11.2020,18:50:00,115029,115093,107925,110976,17
30.11.2020,18:51:00,112814,114317,108133,114236,24
30.11.2020,18:52:00,113959,115261,107903,108773,11
30.11.2020,18:53:00,111985,115063,108011,109750,85
30.11.2020,18:54:00,115238,115238,108204,109551,75
30.11.2020,18:55:00,110294,114963,108036,108207,42
30.11.2020,18:56:00,113800,115106,107999,110872,95
30.11.2020,18:57:00,111198,114937,108000,114314,89
30.11.2020,18:58:00,114693,115264,108059,114958,60
30.11.2020,18:59:00,111267,115222,108348,110980,89
30.11.2020,19:00:00,109716,115127,107905,109287,17
30.11.2020,19:01:00,108708,115077,107995,113811,5
30.11.2020,19:02:00,110345,115261,107932,109569,16
30.11.2020,19:03:00,113275,115196,108002,115178,4
30.11.2020,19:04:00,114519,115215,107972,109456,41
30.11.2020,19:05:00,108394,115262,107980,114442,52
30.11.2020,19:06:00,114521,115287,107973,115270,29
30.11.2020,19:07:00,110752,114940,108029,113267,61
30.11.2020,19:08:00,108968,115280,107996,111518,45
30.11.2020,19:09:00,109077,115162,107909,114808,5
30.11.2020,19:10:00,111642,115237,107922,110184,35
30.11.2020,19:11:00,113626,115112,108399,111230,69
30.11.2020,19:12:00,109820,115245,107987,108269,10
30.11.2020,19:13:00,108095,115204,107961,113530,61
30.11.2020,19:14:00,114353,115274,108107,115274,46
30.11.2020,19:15:00,114305,115131,107902,112431,58
30.11.2020,19:16:00,110939,115251,108005,112386,47
30.11.2020,19:18:00,111810,114953,107934,109589,70
30.11.2020,19:19:00,115271,115271,108117,109939,35
30.11.2020,19:20:00,110084,115274,107931,108681,11
30.11.2020,19:21:00,111953,115033,108001,114773,49
30.11.2020,19:22:00,112295,115293,108041,113052,66
30.11.2020,19:23:00,109761,115074,107911,111571,37
30.11.2020,19:24:00,111384,115195,107960,109599,63
30.11.2020,19:25:00,108144,115246,107931,108986,81
30.11.2020,19:26:00,112044,115265,108005,111850,5
30.11.2020,19:27:00,114010,115254,107952,111376,79
30.11.2020,19:28:00,108194,115250,107964,108253,19
30.11.2020,19:29:00,114966,115210,108165,114782,67
30.11.2020,19:30:00,109321,115255,107952,109804,76
30.11.2020,19:31:00,114802,115221,108208,113278,94
30.11.2020,19:32:00,111810,115186,108106,110472,18
30.11.2020,19:33:00,108395,115095,108136,115095,23
30.11.2020,19:34:00,108279,115112,108143,111562,49
30.11.2020,19:35:00,115165,115288,107944,110424,30
30.11.2020,19:36:00,107951,115067,107904,108854,97
30.11.2020,19:37:00,110534,115287,107951,107951,96
30.11.2020,19:38:00,108086,115297,108086,114310,31
30.11.2020,19:39:00,114437,115083,108016,108825,58
30.11.2020,19:40:00,109143,115234,107907,113687,62
30.11.2020,19:41:00,113692,115233,107908,111816,35
30.11.2020,19:42:00,113377,114862,107973,109243,87
30.11.2020,19:43:00,111672,115238,108043,114042,37
30.11.2020,19:44:00,112220,115240,107999,112650,67
30.11.2020,19:45:00,111450,115102,108045,108355,19
30.11.2020,19:46:00,112509,115109,107945,112991,8
30.11.2020,19:47:00,112199,115276,108038,114558,43
30.11.2020,19:48:00,109260,115296,108216,114683,22
30.11.2020,19:49:00,110593,115123,108236,114859,52
30.11.2020,19:50:00,108645,114932,108116,108795,36
30.11.2020,19:51:00,110695,115201,108074,114705,15
30.11.2020,19:52:00,112475,115253,108100,110992,43
30.11.2020,19:53:00,110531,115253,107945,109921,50
30.11.2020,19:54:00,114696,115293,108019,114487,11
30.11.2020,19:55:00,108860,115277,108006,111752,79
30.11.2020,19:56:00,114880,115159,107921,112584,75
30.11.2020,19:57:00,114587,115025,108038,111043,51
30.11.2020,19:58:00,114298,115293,107938,111208,38
30.11.2020,19:59:00,110830,115061,108020,109426,8
30.11.2020,20:00:00,111473,115165,107975,110336,44
01.12.2020,10:00:00,112433,115176,107902,111382,20
01.12.2020,10:01:00,111849,115194,108093,114721,59
01.12.2020,10:02:00,109857,114942,108121,110892,79
01.12.2020,10:03:00,112312,115284,107930,108449,70
01.12.2020,10:04:00,108171,115251,107926,112819,89
01.12.2020,10:05:00,113069,115282,107958,113737,96
01.12.2020,10:06:00,114971,115215,107972,113184,77
01.12.2020,10:07:00,108119,115164,107931,111905,20
01.12.2020,10:08:00,113626,115185,107907,111563,77
01.12.2020,10:09:00,110318,115173,107996,112581,34
01.12.2020,10:10:00,110215,115152,107906,109107,20
01.12.2020,10:11:00,109789,115258,107927,112280,53
01.12.2020,10:12:00,108137,115285,108009,114600,40
01.12.2020,10:13:00,112271,115190,107960,110267,51
01.12.2020,10:14:00,112562,115280,107911,107911,10
01.12.2020,10:15:00,113207,115265,108056,114342,20
01.12.2020,10:16:00,112697,115025,107928,114968,30
01.12.2020,10:17:00,115066,115255,107967,109036,83
01.12.2020,10:18:00,107970,115109,107923,109885,41
01.12.2020,10:19:00,115120,115292,108144,111714,74
01.12.2020,10:20:00,114670,115224,107900,111397,60
01.12.2020,10:21:00,115187,115187,107914,108732,26
01.12.2020,10:22:00,110309,115290,107978,113837,13
01.12.2020,10:23:00,113782,115142,107948,115142,89
01.12.2020,10:24:00,108383,115205,107957,108800,16
01.12.2020,10:25:00,114647,114973,108066,114051,69
01.12.2020,10:26:00,113632,115291,107933,113322,28
01.12.2020,10:27:00,114689,115251,107965,112213,94
01.12.2020,10:28:00,110205,115171,107926,115171,41
01.12.2020,10:29:00,113294,115132,107979,109688,84
01.12.2020,10:30:00,114672,115128,108010,111102,64
01.12.2020,10:31:00,109233,115285,108007,113428,24
01.12.2020,10:32:00,107940,115217,107940,110817,94
01.12.2020,10:33:00,110407,115266,108087,110078,98
01.12.2020,10:34:00,112055,115002,108102,111136,78
01.12.2020,10:35:00,110216,115253,108092,114721,52
01.12.2020,10:36:00,113608,115296,107918,114721,22
01.12.2020,10:38:00,111312,115295,107913,109405,49
01.12.2020,10:39:00,114900,115195,107978,109448,11
01.12.2020,10:40:00,115243,115264,107913,109082,11
01.12.2020,10:41:00,109308,114866,108081,109165,78
01.12.2020,10:42:00,110696,115294,107981,109200,81
01.12.2020,10:43:00,109488,115155,107965,111477,10
01.12.2020,10:44:00,112364,115257,107904,112528,97
01.12.2020,10:45:00,108129,115274,107960,110427,37
01.12.2020,10:46:00,115095,115210,108043,108043,61
01.12.2020,10:47:00,114390,115248,108018,112940,13
01.12.2020,10:48:00,114999,115091,107917,109471,93
01.12.2020,10:49:00,108775,115123,107926,108177,27
01.12.2020,10:50:00,113432,115294,108017,110896,86
01.12.2020,10:51:00,111518,115213,108048,115205,31
01.12.2020,10:52:00,114693,115208,108068,114899,80
01.12.2020,10:53:00,115176,115262,107934,110248,63
01.12.2020,10:54:00,115010,115244,108158,109560,73
01.12.2020,10:55:00,108065,114830,107968,109702,70
01.12.2020,10:56:00,110119,115192,107935,109844,7
01.12.2020,10:57:00,108752,115281,107932,115012,20
01.12.2020,10:58:00,112023,114937,107981,114366,46
01.12.2020,10:59:00,114596,115055,108065,109779,52
01.12.2020,11:00:00,110457,115195,107997,110227,35
01.12.2020,11:01:00,113575,115210,108061,109649,95
01.12.2020,11:02:00,110563,115180,107910,109773,74
01.12.2020,11:03:00,111038,115224,108048,113256,82
01.12.2020,11:04:00,111606,115270,108015,112075,12
01.12.2020,11:05:00,107927,115103,107927,112892,53
01.12.2020,11:06:00,110273,115173,107937,110811,20
01.12.2020,11:07:00,108114,115063,107916,112615,1
01.12.2020,11:08:00,109381,115278,107994,113238,4
01.12.2020,11:09:00,113824,115292,107941,115292,63
01.12.2020,11:10:00,112307,115258,108003,110780,27
01.12.2020,11:11:00,108727,115274,107989,112639,44
01.12.2020,11:12:00,113203,115155,107906,114702,20
01.12.2020,11:13:00,114624,115253,107914,112891,32
01.12.2020,11:14:00,111616,115127,108053,114911,93
01.12.2020,11:15:00,112911,115255,108073,108796,1
01.12.2020,11:16:00,112065,115118,108277,109499,38
01.12.2020,11:17:00,111528,115295,108069,111165,41
01.12.2020,11:18:00,112344,115131,107962,107962,33
01.12.2020,11:19:00,112927,115009,107907,112009,11
01.12.2020,11:20:00,109463,115291,108061,114908,39
01.12.2020,11:21:00,111429,115295,107969,114367,32
01.12.2020,11:22:00,111809,115210,107961,110867,75
01.12.2020,11:23:00,111755,115295,107953,111034,51
01.12.2020,11:24:00,111878,115094,107987,110940,43
01.12.2020,11:25:00,114130,115008,107976,112896,57
01.12.2020,11:26:00,110195,115163,107910,110985,78
01.12.2020,11:27:00,111927,115274,108033,110702,81
01.12.2020,11:28:00,114622,115196,107907,113799,20
01.12.2020,11:29:00,113687,114927,108039,109605,92
01.12.2020,11:30:00,110262,115262,107924,109677,42
01.12.2020,11:31:00,111450,115110,108079,113923,61
01.12.2020,11:32:00,108676,115014,108069,115014,43
01.12.2020,11:33:00,108434,115191,107968,108713,23
01.12.2020,11:34:00,108136,115208,108136,109578,31
01.12.2020,11:35:00,112664,115198,107962,108852,89
01.12.2020,11:36:00,112220,115146,107961,108918,23
01.12.2020,11:37:00,111583,115270,108397,111228,2
01.12.2020,11:38:00,111017,115067,108135,114504,98
01.12.2020,11:39:00,110799,114896,108291,108849,37
01.12.2020,11:40:00,108849,115141,107901,113211,90
01.12.2020,11:41:00,110014,115102,108166,109356,53
01.12.2020,11:42:00,113066,115236,107978,109975,72
01.12.2020,11:43:00,110551,115267,107942,111268,62
01.12.2020,11:44:00,110666,115248,108112,112295,79
01.12.2020,11:45:00,112894,115252,108125,111012,19
01.12.2020,11:46:00,110756,115292,108172,110695,52
01.12.2020,11:47:00,114952,115129,108060,110186,39
01.12.2020,11:48:00,108132,115112,108132,109845,15
01.12.2020,11:49:00,112475,115299,107906,115066,40
01.12.2020,11:50:00,108354,115153,107992,108802,19
01.12.2020,11:51:00,114619,115110,107914,113028,98
01.12.2020,11:52:00,110786,115203,108008,113345,32
01.12.2020,11:53:00,111474,115032,107961,109938,40
01.12.2020,11:54:00,109850,115273,107991,110670,46
01.12.2020,11:55:00,111487,115251,107958,108378,63
01.12.2020,11:56:00,110402,115080,107957,108396,14
01.12.2020,11:57:00,111491,115187,107973,112510,8
01.12.2020,11:58:00,113593,115161,108036,111658,9
01.12.2020,11:59:00,114875,115223,107912,114115,42
01.12.2020,12:00:00,108916,115256,108034,113732,66
01.12.2020,12:01:00,108680,115238,107968,108122,68
01.12.2020,12:02:00,111914,115238,107959,111069,33
01.12.2020,12:03:00,110387,115289,108131,111589,97
01.12.2020,12:04:00,114956,115148,108060,108601,37
01.12.2020,12:05:00,108532,114964,107936,114964,15
01.12.2020,12:06:00,111841,115268,107908,108093,96
01.12.2020,12:07:00,110727,115176,108037,115176,51
01.12.2020,12:08:00,114821,115262,108261,112498,10
01.12.2020,12:09:00,114581,115253,108100,113411,29
01.12.2020,12:10:00,114099,115125,108220,113775,76
01.12.2020,12:11:00,114231,115158,108028,110599,94
01.12.2020,12:12:00,110039,114891,107963,113639,51
01.12.2020,12:13:00,110878,115092,107982,108960,16
01.12.2020,12:14:00,111264,115296,107967,111205,21
01.12.2020,12:15:00,109389,115198,107968,113417,18
01.12.2020,12:16:00,112509,115284,108004,113988,33
01.12.2020,12:17:00,112460,115291,108103,111245,4
01.12.2020,12:18:00,109704,115296,108012,108167,32
01.12.2020,12:19:00,109181,115236,107910,112903,39
01.12.2020,12:20:00,112835,114998,108260,110690,1
01.12.2020,12:21:00,111805,115024,108004,114355,73
01.12.2020,12:22:00,108940,115297,107976,110027,37
01.12.2020,12:23:00,111285,115180,108489,109034,97
01.12.2020,12:24:00,108817,115293,108007,109041,20
01.12.2020,12:25:00,112029,115231,107923,115050,31
01.12.2020,12:26:00,111524,115040,107972,114667,72
01.12.2020,12:27:00,114559,114984,108774,113850,28
01.12.2020,12:28:00,110214,115193,107995,109370,53
01.12.2020,12:29:00,115080,115149,107937,113672,39
01.12.2020,12:30:00,114268,115230,107910,109199,63
01.12.2020,12:31:00,108687,115254,107906,113659,29
01.12.2020,12:32:00,112469,115193,108149,109999,73
01.12.2020,12:33:00,112276,115061,108245,110976,49
01.12.2020,12:34:00,112624,115256,107902,113449,28
01.12.2020,12:35:00,114344,115111,107909,112551,9
01.12.2020,12:36:00,112517,115190,107920,113049,92
01.12.2020,12:37:00,109604,115249,107980,112141,36
01.12.2020,12:38:00,113339,115266,108029,114868,71
01.12.2020,12:39:00,113567,115276,108059,111717,68
01.12.2020,12:40:00,114745,114864,107903,111966,90
01.12.2020,12:41:00,115218,115218,108021,114312,56
01.12.2020,12:42:00,111290,115281,108087,109945,8
01.12.2020,12:43:00,113988,115289,108039,113959,30
01.12.2020,12:44:00,112742,115244,107900,112271,71
01.12.2020,12:45:00,109240,115187,108010,110763,15
01.12.2020,12:46:00,113173,115289,108022,113487,62
01.12.2020,12:47:00,110752,115163,107922,114041,68
01.12.2020,12:48:00,115081,115081,108107,111001,41
01.12.2020,12:49:00,108945,115224,107909,109428,86
01.12.2020,12:50:00,110786,115215,107964,110222,95
01.12.2020,12:51:00,113514,115110,108021,114896,66
01.12.2020,12:52:00,109033,115250,107946,114629,41
01.12.2020,12:53:00,113514,115269,108078,112040,66
01.12.2020,12:54:00,108347,115129,107904,113706,94
01.12.2020,12:55:00,113240,115285,107926,108637,10
01.12.2020,12:56:00,112506,115285,108074,110610,43
01.12.2020,12:57:00,112915,115230,107955,111404,36
01.12.2020,12:58:00,107955,115244,107941,113268,44
01.12.2020,12:59:00,112004,115234,108105,114838,62
01.12.2020,13:00:00,113419,115070,108010,112958,26
01.12.2020,13:01:00,114800,114974,107901,108615,36
01.12.2020,13:02:00,112303,114918,107936,112955,92
01.12.2020,13:03:00,113485,115254,107953,113833,95
01.12.2020,13:04:00,110453,115250,108013,109433,56
01.12.2020,13:05:00,113609,115277,108013,111380,70
01.12.2020,13:06:00,110927,115290,107906,109804,89
01.12.2020,13:07:00,110181,115258,107925,112788,52
01.12.2020,13:08:00,113300,114920,107930,109208,73
01.12.2020,13:09:00,111314,114983,107953,114022,83
01.12.2020,13:10:00,112237,115282,107964,108097,40
01.12.2020,13:11:00,113211,115253,108195,108611,28
01.12.2020,13:12:00,110450,115122,107926,112352,65
01.12.2020,13:13:00,113747,115281,108095,109793,1
01.12.2020,13:14:00,108720,115296,108024,114546,28
01.12.2020,13:15:00,114118,115157,107926,113942,98
01.12.2020,13:16:00,109230,115252,108056,113453,16
01.12.2020,13:17:00,113002,115140,108942,111989,71
01.12.2020,13:18:00,113376,115145,107904,110459,40
01.12.2020,13:19:00,110318,115258,107909,110791,41
01.12.2020,13:20:00,108779,115266,107911,114737,78
01.12.2020,13:21:00,108442,115285,107974,108910,97
01.12.2020,13:22:00,108593,115062,107940,111080,15
01.12.2020,13:23:00,113429,115149,107986,108281,24
01.12.2020,13:24:00,107959,115129,107959,111488,47
01.12.2020,13:25:00,109025,115135,107949,109551,32
01.12.2020,13:26:00,108405,115043,107921,108863,33
01.12.2020,13:27:00,109566,115251,107907,113157,71
01.12.2020,13:28:00,111159,115240,107936,109982,65
01.12.2020,13:29:00,108799,114727,107945,113612,31
01.12.2020,13:30:00,108629,115245,108018,113518,76
01.12.2020,13:31:00,109543,115260,107941,111880,93
01.12.2020,13:32:00,109762,115269,107932,110294,85
01.12.2020,13:33:00,110123,115113,107922,113287,6
01.12.2020,13:34:00,113367,115275,108042,110796,33
01.12.2020,13:35:00,108163,115225,108019,114250,37
01.12.2020,13:36:00,111230,114648,108001,110035,39
01.12.2020,13:37:00,109810,115284,108052,109200,43
01.12.2020,13:38:00,112630,115279,108069,108309,41
01.12.2020,13:39:00,108552,115235,107919,107945,80
01.12.2020,13:40:00,112377,115257,107906,112705,7
01.12.2020,13:41:00,108263,115279,108190,113137,80
01.12.2020,13:42:00,108885,115265,107900,108067,59
01.12.2020,13:43:00,111785,115048,108014,108272,63
01.12.2020,13:44:00,110900,114959,107968,113151,59
01.12.2020,13:45:00,114874,115188,107986,112523,41
01.12.2020,13:46:00,114605,115040,108264,114916,44
01.12.2020,13:47:00,112430,115121,108023,110031,37
01.12.2020,13:48:00,115122,115222,107954,114162,83
01.12.2020,13:49:00,110804,115243,107999,109995,14
01.12.2020,13:50:00,114560,115220,108114,108985,2
01.12.2020,13:51:00,114949,115297,108245,110979,73
01.12.2020,13:52:00,113027,115216,108385,109832,95
01.12.2020,13:53:00,113624,115297,107904,113252,44
01.12.2020,13:54:00,110518,115186,107922,112442,25
01.12.2020,13:55:00,110596,115240,107912,109554,46
01.12.2020,13:56:00,111522,115230,108176,115184,68
01.12.2020,13:57:00,110675,115228,107964,114268,28
01.12.2020,13:58:00,108846,115181,107985,110314,74
01.12.2020,13:59:00,108756,115233,108008,113994,76
01.12.2020,14:00:00,112745,115133,107938,110487,80
01.12.2020,14:01:00,108261,115220,107910,113993,31
01.12.2020,14:02:00,111662,115166,108195,113016,46
01.12.2020,14:03:00,110241,115291,107926,111237,53
01.12.2020,14:04:00,109748,115230,108085,109553,3
01.12.2020,14:05:00,109190,115221,108070,115191,12
01.12.2020,14:06:00,111254,115295,107901,114228,18
01.12.2020,14:07:00,109929,115071,108079,112130,7
01.12.2020,14:08:00,110056,115076,108015,113813,84
01.12.2020,14:09:00,109423,115118,108023,108363,90
01.12.2020,14:10:00,108418,115219,108011,111399,58
01.12.2020,14:11:00,111237,115276,107946,113167,58
01.12.2020,14:12:00,112215,115185,107912,109854,40
01.12.2020,14:13:00,109136,115012,107907,112599,82
01.12.2020,14:14:00,112112,115182,107956,109727,21
01.12.2020,14:15:00,110056,115032,107951,112122,52
01.12.2020,14:16:00,108827,115185,108027,115183,83
01.12.2020,14:17:00,109586,115107,107918,111945,34
01.12.2020,14:18:00,115026,115289,107911,110006,74
01.12.2020,14:19:00,112835,115186,108035,111209,93
01.12.2020,14:20:00,109509,114927,107916,113081,22
01.12.2020,14:21:00,111073,115288,107926,113656,63
01.12.2020,14:22:00,109656,115092,107964,109496,48
01.12.2020,14:23:00,113191,115096,108272,111042,2
01.12.2020,14:24:00,112702,115113,108234,109645,37
01.12.2020,14:25:00,112313,115164,107936,109006,94
01.12.2020,14:26:00,112168,115288,107955,111065,64
01.12.2020,14:27:00,108648,114859,107931,107931,16
01.12.2020,14:28:00,109538,115019,108330,111960,95
01.12.2020,14:29:00,109736,115287,108006,108071,83
01.12.2020,14:30:00,110772,115232,107901,111058,30
01.12.2020,14:31:00,113968,115277,107906,115010,94
01.12.2020,14:32:00,109997,115210,108154,114758,87
01.12.2020,14:33:00,112457,115237,108049,110575,72
01.12.2020,14:34:00,109646,114859,107906,108085,37
01.12.2020,14:35:00,108563,115274,108072,109822,84
01.12.2020,14:36:00,111394,115251,108098,113477,69
01.12.2020,14:37:00,112886,115238,107919,112544,36
01.12.2020,14:38:00,114495,115240,108008,110091,37
01.12.2020,14:39:00,113836,115172,107921,108008,98
01.12.2020,14:40:00,109670,114557,107904,111602,58
01.12.2020,14:41:00,114211,115266,107989,112310,49
01.12.2020,14:42:00,112371,115247,107986,109190,1
01.12.2020,14:43:00,113447,115232,108055,113284,20
01.12.2020,14:44:00,113946,114887,107941,112405,64
01.12.2020,14:45:00,108488,115265,107976,109159,75
01.12.2020,14:46:00,113722,115222,108177,113937,26
01.12.2020,14:48:00,112302,115013,107978,111527,61
01.12.2020,14:49:00,110793,114953,107913,114300,15
01.12.2020,14:50:00,110671,115126,108036,111896,46
01.12.2020,14:51:00,108466,115221,108098,110239,94
01.12.2020,14:52:00,114955,114955,107910,108651,22
01.12.2020,14:53:00,111759,115226,108021,108421,16
01.12.2020,14:54:00,110111,115079,107926,109154,39
01.12.2020,14:55:00,109540,115225,107965,110934,92
01.12.2020,14:56:00,109782,114805,107931,111811,10
01.12.2020,14:57:00,114167,115277,108068,111561,17
01.12.2020,14:58:00,111107,115183,108042,114022,57
01.12.2020,14:59:00,111062,115204,107922,109400,46
01.12.2020,15:00:00,112259,115264,107966,111645,25
01.12.2020,15:01:00,108276,115017,107922,109092,56
01.12.2020,15:02:00,113644,115089,108031,113596,31
01.12.2020,15:03:00,114330,114987,107956,114453,45
01.12.2020,15:04:00,110880,115028,107970,109323,30
01.12.2020,15:06:00,108994,115289,107919,113598,89
01.12.2020,15:07:00,114901,115065,108040,109982,85
01.12.2020,15:08:00,111945,115215,107911,111920,52
01.12.2020,15:09:00,112940,115287,107903,114900,46
01.12.2020,15:10:00,108844,115162,108120,109775,19
01.12.2020,15:11:00,113885,115273,107909,108779,30
01.12.2020,15:12:00,111774,115222,107929,110165,45
01.12.2020,15:13:00,110628,115257,107984,113513,4
01.12.2020,15:14:00,111533,115021,108050,109350,87
01.12.2020,15:15:00,110542,115104,107905,114821,41
01.12.2020,15:16:00,114121,115191,107996,108905,30
01.12.2020,15:17:00,109861,115261,108007,112615,92
01.12.2020,15:18:00,114596,115283,108044,115163,69
01.12.2020,15:19:00,108422,115283,107999,108713,87
01.12.2020,15:20:00,111194,115272,107920,111971,60
01.12.2020,15:21:00,111858,115076,107936,110144,25
01.12.2020,15:22:00,113016,115256,108159,109847,88
01.12.2020,15:23:00,111404,115230,107961,112705,13
01.12.2020,15:24:00,112611,115106,107949,114890,37
01.12.2020,15:25:00,108544,115202,107913,113663,55
01.12.2020,15:26:00,108787,115274,108010,110082,1
01.12.2020,15:27:00,107916,115283,107916,111579,81
01.12.2020,15:28:00,110406,115130,107979,112803,90
01.12.2020,15:29:00,114453,115130,107976,113139,73
01.12.2020,15:30:00,112547,114740,107967,108690,59
01.12.2020,15:31:00,112914,115105,107995,109855,24
01.12.2020,15:32:00,115250,115250,107998,113875,67
01.12.2020,15:33:00,109450,115296,108210,112964,65
01.12.2020,15:34:00,111045,115255,107910,112074,32
01.12.2020,15:35:00,111587,115158,108573,112382,34
01.12.2020,15:36:00,109953,115160,108493,108612,15
01.12.2020,15:37:00,108235,115231,107915,109296,3
01.12.2020,15:38:00,111822,115262,108177,108377,62
01.12.2020,15:39:00,112083,115184,108123,112743,83
01.12.2020,15:40:00,111927,115275,107900,115275,97
01.12.2020,15:41:00,108685,114996,107970,109439,90
01.12.2020,15:42:00,114410,115285,107953,110158,24
01.12.2020,15:43:00,114030,115172,107909,108830,74
01.12.2020,15:44:00,114075,115285,108330,113227,67
01.12.2020,15:45:00,115282,115298,108288,109561,81
01.12.2020,15:46:00,110885,115248,108139,113217,49
01.12.2020,15:47:00,111383,115151,107976,110148,68
01.12.2020,15:48:00,114818,115266,108075,112457,11
01.12.2020,15:49:00,114361,115163,107996,113972,39
01.12.2020,15:50:00,111930,115178,107931,111375,65
01.12.2020,15:51:00,108317,115209,107951,111446,63
01.12.2020,15:52:00,115133,115265,107939,109910,13
01.12.2020,15:53:00,108938,115031,108041,112013,4
01.12.2020,15:54:00,115264,115264,108046,112794,85
01.12.2020,15:55:00,112818,115296,108183,111449,6
01.12.2020,15:56:00,114385,115287,108079,113696,4
01.12.2020,15:57:00,111871,115026,107981,113499,81
01.12.2020,15:58:00,114758,115292,107976,111989,76
01.12.2020,15:59:00,109517,115172,107994,110899,89
01.12.2020,16:00:00,111442,115287,108638,110382,56
01.12.2020,16:01:00,112690,115296,108019,112345,46
01.12.2020,16:02:00,109929,115256,107924,114683,92
01.12.2020,16:03:00,111531,115298,108121,108418,77
01.12.2020,16:04:00,110661,115268,108075,110515,31
01.12.2020,16:05:00,114431,115288,108226,114776,4
01.12.2020,16:06:00,109390,115261,108000,111610,51
01.12.2020,16:07:00,113100,115277,108051,111008,74
01.12.2020,16:08:00,109257,115298,108060,111392,64
01.12.2020,16:09:00,115099,115201,107926,109776,31
01.12.2020,16:10:00,110369,115276,108186,111235,43
01.12.2020,16:11:00,109722,115203,107996,114245,56
01.12.2020,16:12:00,115039,115254,108077,113856,24
01.12.2020,16:13:00,110838,115298,108252,110653,9
01.12.2020,16:14:00,114925,115223,107993,109928,39
01.12.2020,16:15:00,112929,115168,108248,112246,82
01.12.2020,16:16:00,109805,115188,107957,108375,73
01.12.2020,16:17:00,109136,115269,107902,111146,41
01.12.2020,16:18:00,108020,115206,107953,114950,97
01.12.2020,16:19:00,109431,115184,108333,111125,30
01.12.2020,16:20:00,110606,115230,107977,109056,93
01.12.2020,16:21:00,109583,115277,107922,109723,55
01.12.2020,16:22:00,109212,115247,107921,114257,52
01.12.2020,16:23:00,109886,115155,108007,114067,29
01.12.2020,16:24:00,113876,115296,108194,110779,41
01.12.2020,16:25:00,113898,115195,107923,109207,67
01.12.2020,16:26:00,110695,115264,107984,108691,34
01.12.2020,16:27:00,110084,115275,107914,114578,36
01.12.2020,16:28:00,110721,115286,107920,115286,50
01.12.2020,16:29:00,112618,115201,108029,110469,40
01.12.2020,16:30:00,110755,115270,107913,112869,85
01.12.2020,16:31:00,114619,115179,107948,115055,55
01.12.2020,16:32:00,108801,115225,107983,114935,17
01.12.2020,16:34:00,113291,115131,108096,112634,12
01.12.2020,16:35:00,108798,115022,108080,109501,16
01.12.2020,16:36:00,109809,115291,107955,111008,65
01.12.2020,16:37:00,114602,115105,108025,108446,25
01.12.2020,16:38:00,108037,115282,107992,109091,96
01.12.2020,16:39:00,111800,115104,108003,113349,71
01.12.2020,16:40:00,112783,115215,108045,111520,77
01.12.2020,16:41:00,108627,115293,108109,112814,50
01.12.2020,16:42:00,110315,115222,107929,109375,59
01.12.2020,16:43:00,108685,115282,107906,114389,5
01.12.2020,16:44:00,114743,115101,108050,112289,39
01.12.2020,16:45:00,110539,115192,108024,109678,64
01.12.2020,16:46:00,112343,115275,107968,112182,1
01.12.2020,16:47:00,109613,115263,107917,110966,44
01.12.2020,16:48:00,114812,115111,108400,112146,36
01.12.2020,16:49:00,113925,115157,107909,110596,58
01.12.2020,16:50:00,113910,114843,107991,112614,53
01.12.2020,16:51:00,115139,115198,108056,110392,43
01.12.2020,16:52:00,107906,115130,107906,110797,92
01.12.2020,16:53:00,111542,115194,107914,113358,35
01.12.2020,16:54:00,114491,115256,108097,113333,47
01.12.2020,16:55:00,111689,115246,108127,110714,93
01.12.2020,16:56:00,110617,115040,108006,114202,27
01.12.2020,16:57:00,109327,115281,107967,112904,96
01.12.2020,16:58:00,108658,115248,107978,110174,59
01.12.2020,16:59:00,114329,115276,108078,108196,5
01.12.2020,17:00:00,113397,115116,107986,114207,43
01.12.2020,17:01:00,114889,115277,107921,108789,24
01.12.2020,17:02:00,108090,115104,108090,113066,6
01.12.2020,17:03:00,110330,115248,107944,114239,47
01.12.2020,17:04:00,111041,115266,107912,110470,47
01.12.2020,17:05:00,108328,115266,108182,109998,76
01.12.2020,17:06:00,109969,115236,107948,115236,57
01.12.2020,17:07:00,114235,115299,108101,110993,83
01.12.2020,17:08:00,110671,114991,107941,114427,57
01.12.2020,17:09:00,113538,115217,107964,113108,69
01.12.2020,17:10:00,107952,115083,107952,111155,67
01.12.2020,17:11:00,111648,115245,108014,112892,95
01.12.2020,17:12:00,109966,115281,107904,114317,97
01.12.2020,17:13:00,109421,114829,107954,110713,95
01.12.2020,17:14:00,109724,115115,107982,107982,57
01.12.2020,17:15:00,112143,115260,108198,114145,13
01.12.2020,17:16:00,113983,115251,107958,112202,78
